问题（GPT风格，合成）,岗位,能力项,建议等级
当外部约束（如合规/性能/成本）冲突时，你会如何在「数据驱动运营」上达成平衡？请描述试验与评估方法。,运营,垂直能力>运营>硬实力>数据驱动运营,B3
结合你过往的项目，讲一个关于「数据驱动运营」的具体案例：你做了什么、为什么这么做、结果如何、还有什么会改进？,运营,垂直能力>运营>硬实力>数据驱动运营,B3
假设我们线上暴露了与「数据驱动运营」相关的隐患，你会如何组织一次快速复盘并固化改进？,运营,垂直能力>运营>硬实力>数据驱动运营,B3
现在给你一周时间做「渠道与内容」专项优化，你会如何拆分任务、设置里程碑与衡量成功？,运营,垂直能力>运营>硬实力>渠道与内容,B1
如果必须在两种做法中二选一来处理「渠道与内容」，你的取舍标准是什么？请用数据或准则说明。,运营,垂直能力>运营>硬实力>渠道与内容,B1
当外部约束（如合规/性能/成本）冲突时，你会如何在「渠道与内容」上达成平衡？请描述试验与评估方法。,运营,垂直能力>运营>硬实力>渠道与内容,B1
当外部约束（如合规/性能/成本）冲突时，你会如何在「渠道与内容」上达成平衡？请描述试验与评估方法。,运营,垂直能力>运营>硬实力>渠道与内容,B1
现在给你一周时间做「渠道与内容」专项优化，你会如何拆分任务、设置里程碑与衡量成功？,运营,垂直能力>运营>硬实力>渠道与内容,B1
结合你过往的项目，讲一个关于「渠道与内容」的具体案例：你做了什么、为什么这么做、结果如何、还有什么会改进？,运营,垂直能力>运营>硬实力>渠道与内容,B1
如果必须在两种做法中二选一来处理「渠道与内容」，你的取舍标准是什么？请用数据或准则说明。,运营,垂直能力>运营>硬实力>渠道与内容,B1
结合你过往的项目，讲一个关于「渠道与内容」的具体案例：你做了什么、为什么这么做、结果如何、还有什么会改进？,运营,垂直能力>运营>硬实力>渠道与内容,B2
遇到需要处理「渠道与内容」的真实场景时，你会如何决策？请说清楚背景、关键约束、可选方案与度量与复盘。,运营,垂直能力>运营>硬实力>渠道与内容,B2
如果必须在两种做法中二选一来处理「渠道与内容」，你的取舍标准是什么？请用数据或准则说明。,运营,垂直能力>运营>硬实力>渠道与内容,B2
如果你来负责这块工作，围绕「渠道与内容」，你会怎么落地？先讲讲SEO/投放，再说说社媒/CRM，最后给出内容策略与权衡取舍。,运营,垂直能力>运营>硬实力>渠道与内容,B2
如果你来负责这块工作，围绕「渠道与内容」，你会怎么落地？先讲讲SEO/投放，再说说社媒/CRM，最后给出内容策略与权衡取舍。,运营,垂直能力>运营>硬实力>渠道与内容,B2
当外部约束（如合规/性能/成本）冲突时，你会如何在「渠道与内容」上达成平衡？请描述试验与评估方法。,运营,垂直能力>运营>硬实力>渠道与内容,B2
如果出现异常/失败，围绕「渠道与内容」你会如何排查与回滚？请说明触发条件、监控信号和演练频率。,运营,垂直能力>运营>硬实力>渠道与内容,B2
遇到需要处理「渠道与内容」的真实场景时，你会如何决策？请说清楚背景、关键约束、可选方案与度量与复盘。,运营,垂直能力>运营>硬实力>渠道与内容,B3
如果出现异常/失败，围绕「渠道与内容」你会如何排查与回滚？请说明触发条件、监控信号和演练频率。,运营,垂直能力>运营>硬实力>渠道与内容,B3
在多团队协作下推进「渠道与内容」时，你会如何对齐接口/口径并管理风险？请给出具体机制。,运营,垂直能力>运营>硬实力>渠道与内容,B3
在多团队协作下推进「渠道与内容」时，你会如何对齐接口/口径并管理风险？请给出具体机制。,运营,垂直能力>运营>硬实力>渠道与内容,B3
结合你过往的项目，讲一个关于「渠道与内容」的具体案例：你做了什么、为什么这么做、结果如何、还有什么会改进？,运营,垂直能力>运营>硬实力>渠道与内容,B3
现在给你一周时间做「渠道与内容」专项优化，你会如何拆分任务、设置里程碑与衡量成功？,运营,垂直能力>运营>硬实力>渠道与内容,B3
结合你过往的项目，讲一个关于「合规与平台治理」的具体案例：你做了什么、为什么这么做、结果如何、还有什么会改进？,运营,垂直能力>运营>硬实力>合规与平台治理,B1
如果必须在两种做法中二选一来处理「合规与平台治理」，你的取舍标准是什么？请用数据或准则说明。,运营,垂直能力>运营>硬实力>合规与平台治理,B1
假设我们线上暴露了与「合规与平台治理」相关的隐患，你会如何组织一次快速复盘并固化改进？,运营,垂直能力>运营>硬实力>合规与平台治理,B1
遇到需要处理「合规与平台治理」的真实场景时，你会如何决策？请说清楚背景、关键约束、可选方案与度量与复盘。,运营,垂直能力>运营>硬实力>合规与平台治理,B1
现在给你一周时间做「合规与平台治理」专项优化，你会如何拆分任务、设置里程碑与衡量成功？,运营,垂直能力>运营>硬实力>合规与平台治理,B1
结合你过往的项目，讲一个关于「合规与平台治理」的具体案例：你做了什么、为什么这么做、结果如何、还有什么会改进？,运营,垂直能力>运营>硬实力>合规与平台治理,B1
假设我们线上暴露了与「合规与平台治理」相关的隐患，你会如何组织一次快速复盘并固化改进？,运营,垂直能力>运营>硬实力>合规与平台治理,B1
请你把「合规与平台治理」讲给不熟悉该领域的同事听，要求：准确、可操作、并给一个最小可行示例。,运营,垂直能力>运营>硬实力>合规与平台治理,B2
现在给你一周时间做「合规与平台治理」专项优化，你会如何拆分任务、设置里程碑与衡量成功？,运营,垂直能力>运营>硬实力>合规与平台治理,B2
现在给你一周时间做「合规与平台治理」专项优化，你会如何拆分任务、设置里程碑与衡量成功？,运营,垂直能力>运营>硬实力>合规与平台治理,B2
如果你来负责这块工作，围绕「合规与平台治理」，你会怎么落地？先讲讲反滥用，再说说隐私/合规，最后给出申诉流程与方案设计。,运营,垂直能力>运营>硬实力>合规与平台治理,B2
请你把「合规与平台治理」讲给不熟悉该领域的同事听，要求：准确、可操作、并给一个最小可行示例。,运营,垂直能力>运营>硬实力>合规与平台治理,B2
假设我们线上暴露了与「合规与平台治理」相关的隐患，你会如何组织一次快速复盘并固化改进？,运营,垂直能力>运营>硬实力>合规与平台治理,B2
遇到需要处理「合规与平台治理」的真实场景时，你会如何决策？请说清楚背景、关键约束、可选方案与度量与复盘。,运营,垂直能力>运营>硬实力>合规与平台治理,B2
如果必须在两种做法中二选一来处理「合规与平台治理」，你的取舍标准是什么？请用数据或准则说明。,运营,垂直能力>运营>硬实力>合规与平台治理,B3
当外部约束（如合规/性能/成本）冲突时，你会如何在「合规与平台治理」上达成平衡？请描述试验与评估方法。,运营,垂直能力>运营>硬实力>合规与平台治理,B3
当外部约束（如合规/性能/成本）冲突时，你会如何在「合规与平台治理」上达成平衡？请描述试验与评估方法。,运营,垂直能力>运营>硬实力>合规与平台治理,B3
如果出现异常/失败，围绕「合规与平台治理」你会如何排查与回滚？请说明触发条件、监控信号和演练频率。,运营,垂直能力>运营>硬实力>合规与平台治理,B3
结合你过往的项目，讲一个关于「合规与平台治理」的具体案例：你做了什么、为什么这么做、结果如何、还有什么会改进？,运营,垂直能力>运营>硬实力>合规与平台治理,B3
请你把「合规与平台治理」讲给不熟悉该领域的同事听，要求：准确、可操作、并给一个最小可行示例。,运营,垂直能力>运营>硬实力>合规与平台治理,B3
假设我们线上暴露了与「社区互动与调性」相关的隐患，你会如何组织一次快速复盘并固化改进？,运营,垂直能力>运营>软实力>社区互动与调性,B1
如果出现异常/失败，围绕「社区互动与调性」你会如何排查与回滚？请说明触发条件、监控信号和演练频率。,运营,垂直能力>运营>软实力>社区互动与调性,B1
请你把「社区互动与调性」讲给不熟悉该领域的同事听，要求：准确、可操作、并给一个最小可行示例。,运营,垂直能力>运营>软实力>社区互动与调性,B1
遇到需要处理「社区互动与调性」的真实场景时，你会如何决策？请说清楚背景、关键约束、可选方案与度量与复盘。,运营,垂直能力>运营>软实力>社区互动与调性,B1
在多团队协作下推进「社区互动与调性」时，你会如何对齐接口/口径并管理风险？请给出具体机制。,运营,垂直能力>运营>软实力>社区互动与调性,B1
当外部约束（如合规/性能/成本）冲突时，你会如何在「社区互动与调性」上达成平衡？请描述试验与评估方法。,运营,垂直能力>运营>软实力>社区互动与调性,B1
当外部约束（如合规/性能/成本）冲突时，你会如何在「社区互动与调性」上达成平衡？请描述试验与评估方法。,运营,垂直能力>运营>软实力>社区互动与调性,B1
当外部约束（如合规/性能/成本）冲突时，你会如何在「社区互动与调性」上达成平衡？请描述试验与评估方法。,运营,垂直能力>运营>软实力>社区互动与调性,B2
